Unnamed: 0,Topic,Count,Name,Representation,Representative_Docs,GPT Label,Stage,Category,"Category (0 - Background, 1 - Oon before, 2 - Trigger, 3 - Oon after)",Label
187.0,381,62.0,381_ignorance_ignorant_admit wrong_correct,"['ignorance', 'ignorant', 'admit wrong', 'correct', 'right wrong', 'perspectives', 'wrong even', 'right think', 'admit', 'perspective']","['At this point it just feels like willful ignorance.', 'I just hate willful ignorance, the belief in things that have been disproved.', ""I can't continue to deal with the ignorance."", 'i judt hate this ignorance.', ""You can't change willful ignorance.""]",Willful Ignorance,3,Behavior/action,3-Oon after-Behavior/action,Psychological and Emotional Shifts
188.0,382,62.0,382_days darkness_10 days_darkness_blackout,"['days darkness', '10 days', 'darkness', 'blackout', 'grid', 'power grid', 'power', 'broadcast', 'shutting', 'ten']","['Hiding purchases for when the 10 days of darkness would come.', 'The Instagram pictures were talking about the ""10 Days of Darkness"".', 'I asked him, whatever happened to the 10 days of darkness that you were so certain was going to happen?', '* How the ""\\`10 days of darkness"" is supposedly coming any time now.', ""Yeah, ok. How's that 10 Days of Darkness going for y'all?""]","""10 Days of Darkness""",3,Conspiracist Beliefs,3-Oon after-Belief,Apocalyptic and Eschatological Narratives
190.0,385,61.0,385_lockdown_lockdowns_melbourne_locked,"['lockdown', 'lockdowns', 'melbourne', 'locked', 'wave', 'lock', 'rules', 'march 2020', 'september', 'march']","['September will be a lockdown.', 'The week our baby was born we went into another short lockdown, and two weeks after that another extremely long lockdown with pretty extreme rules and curfews.', 'I did not realize until the lockdown that the situation we were in had a name.', 'Lockdown changed that to just the bad kind.', ""Anyway hope you're doing ok with lockdown?""]",COVID-19 Lockdowns,2,Pandemic,2-Trigger-Lockdown,COVID-19 Lockdowns
191.0,386,61.0,386_4chan_8chan_tried explaining_browsing,"['4chan', '8chan', 'tried explaining', 'browsing', 'website', 'like would', 'referring', 'knows believe', 'never heard', 'even knows']","['I brought up 4chan because q probably started as a joke and that 4chan is not a serious website.', ""I can't get through to her that Q started on 4chan and what 4chan even was and how fucked up 4chan was."", ""Some on 4chan, 8chan, Facebook, all sites N used, posing as someone called 'Q'."", 'He probably doesn’t even know what 4chan or 8chan is.', 'My time on 4chan was on and off.']",4chan and 8chan,2,Social Media,2-Trigger-Social Media,4chan and 8chan
198.0,396,59.0,396_china_chinese_dominion_communist,"['china', 'chinese', 'dominion', 'communist', 'brown', 'foundation', 'authoritarian', 'communists', 'communist country', 'russia']","['Somewhere in that order was something about China.', 'They think that China is becoming the next world superpower because of the power, money, and resources China has.', '“Black swan in China” again wtfff!!!', ""* Everything is China's doing."", 'And also, China I think.']",China and Global Influence Concerns,3,Other Beliefs,3-Oon after-Belief,Anti-Communism and Geopolitical Distrust
398.0,397,59.0,397_quarantine_quarantining_14_10 days,"['quarantine', 'quarantining', '14', '10 days', 'bedroom', 'entering', 'mandated', 'two weeks', 'exposed', 'isolation']","['They were way more tolerable before quarantine started as well, despite being annoyingly conservative.', 'This is week three of quarantine.', 'Told them we had to quarantine so it would be just us.']",COVID-19 Lockdowns,2,Pandemic,2-Trigger-Quarantine,COVID-19 Lockdowns
200.0,398,59.0,398_leaning_right leaning_left leaning_always right,"['leaning', 'right leaning', 'left leaning', 'always right', 'lean', 'leaned', 'left right', 'shifted', 'gotten older', 'dad always']","['My father has always been right-leaning, and generally dismissive of most left-leaning ideas and concepts.', 'And my friend was always right-leaning.', 'I’m more centerish, left leaning now.', 'My dad was always right-leaning but my mom used to be left-leaning.', ""I've always been left leaning and they've always been right leaning, but it's never been an issue.""]",Conservative Political Identity,1,Political,0-Background-Political leaning,Conservative Political Identity
203.0,401,59.0,401_science_scientific_biology_scientists,"['science', 'scientific', 'biology', 'scientists', 'scientist', 'told believe', 'published', 'phd', 'quotes', 'could make']","['She kept bringing him back to the science.', 'I just assumed it was a funny quirk, she knows I’m a biology major and an avid science nerd.', 'She is very smart when it comes to science and some of the people who retweet her research are Nobel laureates.', 'After that she just said ""no, baby, please listen to me about the science.""', 'She basically doesn’t believe in science anymore.']","Using ""Science"" to Justify Conspiracy Beliefs",3,Behavior/action,3-Oon after-Behavior/action,Epistemic Rigidity and Distrust in Expertise
204.0,403,58.0,403_rush_limbaugh_rush limbaugh_radio,"['rush', 'limbaugh', 'rush limbaugh', 'radio', 'listening', 'talk radio', 'every morning', 'fox', 'car', 'became thing']","['I Despised Glenn Beck & rush Limbaugh, couldn’t even stand looking at them.', 'I started listening to Rush Limbaugh in 1997.', 'He was also my family’s new Rush Limbaugh.', 'He loved Rush Limbaugh and Glenn Beck and subsidiaries thereof.', 'You name it, he parroted it right out of a Rush Limbaugh segment.']",Rush Limbaugh,2,Influencers,2-Trigger-Influencers,Rush Limbaugh
205.0,406,58.0,406_ego_special_idiots_inferior,"['ego', 'special', 'idiots', 'inferior', 'like part', 'lack', 'superiority', 'think know', 'awareness', 'smarter']","[""If someone refuses to see things from a different perspective, then that's their ego."", 'They feel important, they feel special believing they know secrets the rest of us don’t know and they feel like a part of a community.', 'There are a variety of reasons; feeling like one has access to privileged inside information (feeling special), gullibility, the Dunning-Kruger Effect, not fact-checking, lack of critical thinking, trying to find answers amidst chaos, and more.', 'Like they aren\'t idiots, there is just something that has made them deeply distrustful and makes them feel special for being ""in the know"".', 'I guess the Qbrains need to feel special or smarter because of an inflated ego.']",Inflated Self-Perception as Intellectual Superiority,3,Behavior/action,3-Oon after-Behavior/action,Psychological and Emotional Shifts
206.0,410,57.0,410_critical thinking_critical_common sense_critical thinking skills,"['critical thinking', 'critical', 'common sense', 'critical thinking skills', 'thinking skills', 'skills', 'critically', 'common', 'think critically', 'lack']","['What happened to their critical thinking skills?', 'The lack of critical thinking is just astonishing.', 'I guess some people just lack critical thinking skills.', 'This is all just ""intuition"" and ""critical thinking.""', 'Critical thinking is imperative… ☮️❤️🇺🇸💙>\n\nWhen will this shit end?']",Lack of Critical Thinking,3,Behavior/action,3-Oon after-Behavior/action,Epistemic Rigidity and Distrust in Expertise
208.0,412,56.0,412_apologized_apologize_apologizing_apology,"['apologized', 'apologize', 'apologizing', 'apology', 'apologise', 'things said', 'hurting', 'apologizes', 'hardly ever', 'would accept']","['I thought he had worked through that, and he even apologized.', 'He “apologized” and said he should not have gotten “so worked up”.', ""He apologized, but we both sensed he didn't need it."", 'He apologized but not really.', 'He never apologized for anything.']",Unfaithful Apology,3,Behavior/action,3-Oon after-Behavior/action,Interpersonal Harm and Moral Disregard
211.0,416,56.0,416_fauci_dr_wuhan_liar,"['fauci', 'dr', 'wuhan', 'liar', 'traitor', 'lab', 'making money', 'agent', 'masks', 'funding']","['anti mask and vaccine, believes Fauci is imprisoned for creating covid.', 'My mom told me in her uppity way that “That Fauci is going to be in big trouble.', 'Fauci apparently tortured thousands of puppies with maggots....and is making trillions on the vaccine for a virus that HE created.', 'Then of course the whole Dr. Fauci created covid and wants to depopulate us with a vaccine thing.', 'Fauci is an older man.']",Dr. Fauci Creating COVID,3,Conspiracist Beliefs,3-Oon after-Belief,Medical Mistrust
420.0,419,56.0,419_compassionate_generous_sweet_ever known,"['compassionate', 'generous', 'sweet', 'ever known', 'person ever', 'fun', 'thoughtful', 'used kind', 'woman', 'evident']","['She was always so kind and generous and caring and always taught me to be compassionate, open-minded, and think critically, it’s so wild to see how quickly she dropped all of those qualities.', 'She is the most caring, compassionate person I’ve ever known.', 'She’s not the fun, kind, compassionate woman that I remember growing up.']",Perceived Personal Goodness,1,Personality,1-Oon before-Personality,Perceived Personal Goodness
212.0,420,55.0,420_american_americans_europe_even live,"['american', 'americans', 'europe', 'even live', 'america', 'part even', 'middle east', 'african', 'thing even', 'arent']","['We’re not even American, I’m so upset that this has happened to me.', ""AND WE'RE NOT EVEN FREAKIN AMERICAN."", 'And for those of you who are non-American, you ESPECIALLY cannot say that.', ""I'm not even American, so it goes to show this stuff is globally pervasive."", 'Yes, I was the only American.']",Non-American Perspectives,1,Geography,0-Background-Geography,Non-American Perspectives
218.0,432,53.0,432_narcissism_narcissist_narcissistic_collective,"['narcissism', 'narcissist', 'narcissistic', 'collective', 'gaslighting', 'adult children', 'underneath', 'traits', 'junk', 'pity']","['Super convenient for a narcissist, right?', 'There is a social phenomenon known as **collective narcissism**.', '>Collective narcissism, also known as\xa0group narcissism, refers to situations where groups of people hold a collective belief that their group or organization is superior to others.', 'Unlike individual narcissism, which focuses on personal superiority, collective narcissism centers around the group’s perceived exceptionalism.', 'There is some massive narcissism going on.']",Collective Narcissism,3,Behavior/action,3-Oon after-Behavior/action,Psychological and Emotional Shifts
222.0,437,52.0,437_disney_freedom_sound_movie,"['disney', 'freedom', 'sound', 'movie', 'film', 'go see', 'movies', 'mainly', 'permission', 'coworker']","['Disney has been my employer since I was 21 and I’m sure as y’all are aware, extremists have now directed all their latest campaigns towards Disney.', 'Growing up, we were never allowed to watch Disney because of all of the ""hidden imagery"".', ""Now he's saying we need to boycott the Disney predators and has cancelled Disney+..."", 'Disney was huge in our family our whole lives, my mother loved it and was a huge Disney fan up until the day she died.', ""My sibling's really into Disney, really, *really* into Disney content.""]","Disney ""Hidden Imagery""",3,Conspiracist Beliefs,3-Oon after-Belief,Child Harm and Elite Abuse Narratives
226.0,444,52.0,444_mid_50s_65_60,"['mid', '50s', '65', '60', 'age', '50', '38', 'lives alone', '80', '40s']","[""Lile she's mid  40s and she had deep wrinkles all over her face."", ""She was in her mid 50's."", ""She's in her mid 50s and she's just gotten more and more bizarre."", ""Also she's in her mid 50s so that's also a issue to consider."", ""Like she looked like she was in her mid to late 50s or even 60s, but she's only in her mid 40s.""]",Older Individuals (40s-60s),1,Age,0-Background-Age,Older Individuals (40s-60s)
265.0,445,52.0,,"['addict', 'addicted', 'addiction', 'addictive', 'alcohol', 'alcoholic', 'alcoholism', 'drink', 'drinking', 'drug', 'drugs', 'like watching', 'loved one', 'recovering', 'shes', 'sober', 'someone love', 'western']","['This woman is an alcoholic, a gambler, a serial adulterer.', 'She’s also an alcoholic which I’m sure doesn’t help.', ""I know about addiction, I'm a recovering addict but this is way way over my head."", 'But I know this addiction when combined with the alcoholism is bound to kill her at some point.', ""After watching my sister's slide into addiction, SHE should know it.""]",Substance Use and Abuse,1,Substance Use,0-Background-Substance Use,Substance Use and Abuse
231.0,451,51.0,451_many friends_friends friends_lost friends_friends know,"['many friends', 'friends friends', 'lost friends', 'friends know', 'friendships', 'followed', 'network', 'people simply', 'said friends', 'friend lives']","['He doesn’t have many friends either; he just spends his days golfing and watching FOX.', 'Tobias is 19 and was always a bit of a loner, not many friends.', ""He really doesn't have many friends or close family."", 'He doesn’t understand most social cues so he doesn’t have many friends his age (isolation provable pushed him even further towards this stuff).', ""He's never had many friends.""]",Social Isolation and Limited Friendships,3,Social Circle,3-Oon after-Social,Social Deterioration and Relationship Strain
233.0,453,51.0,453_deep state_become part_make trump look_trump look bad,"['deep state', 'become part', 'make trump look', 'trump look bad', 'someone thinks', 'run', 'like hell', 'really happening', 'trump look', 'scenarios']","['I guess you\'re now working for the Deep state.""', 'Stew Peters eviscerates  the Deep State!""', ""I've heard the deep state stuff."", 'Those in the ""deep state"" I should say.', ""some kind of 'deep state' nonsense?""]",Deep State,3,Conspiracist Beliefs,3-Oon after-Belief,Anti-Government and Institutional Distrust
235.0,458,50.0,458_sister got_sibling_sisters_verbally,"['sister got', 'sibling', 'sisters', 'verbally', 'apologized', 'workers', 'remain', 'abused', 'hardly ever', 'interrupting']","[""My sisters are backing me up and aren't talking to him either, which helps validate my feelings...but this whole thing still makes me feel sick....thanks for letting me share my story."", 'Like I said earlier, my brother has always had temper issues but the person I saw, the spluttering, swearing person who kept interrupting me despite how calmly I was speaking is unrecognizable from the person he was earlier this year.', 'We decided to try the conversation one more time before moving out as I had finally saved enough to get back on my feet after COVID and my sister was going away to college so we were hoping to try to mend things with him before we left.', 'My brother has verbally abused nurses and hospital workers, frontline workers, media journalists and politicians.', 'His influence on my sister caused her to completely ignore/dismiss/label as “negativity” mine and our other sisters’ attempts to try to reach her with our concerns over the wedding and our families’ collective safety.']",Increased Aggression and Hostility Toward Others,3,Behavior/action,3-Oon after-Behavior/action,Interpersonal Harm and Moral Disregard
236.0,459,50.0,459_parler_account_facebook_gab,"['parler', 'account', 'facebook', 'gab', 'joined', 'joining', 'twitter', 'bunch', 'seem get', 'recently mom']","['- Whined about Parler being shut down.', 'I never had a Parler account.', 'They are all on parler as well.', 'ColonelTPerez on parley or parler.', 'If my mom joins Parler, it will be the end.']","Joining and Using Alternative Social Media Platforms (Parler, Gab)",3,Behavior/action,3-Oon after-Behavior/action,Alternative Media Use and Information Exposure
300.0,"299, 383",148.0,299_intelligent_smart_smartest_dumb,"['intelligent', 'smart', 'smartest', 'dumb', 'genius', 'ever met', 'know smart', 'always thought', 'really smart', 'smarter']","['I couldn’t believe that a man who I thought was so intelligent was falling for this stuff.', 'I thought he was too smart for this.', ""He's a smart guy - at least he used to be."",  'She is so incredibly smart.', ""She's someone who has a raging superiority complex, always convinced that she's the smartest in the room and the only reason people don't like her is not that she rubs how smart she thinks she is in all the time but because everyone's afraid of how smart she is."", ""She is such a smart woman I don't understand how it happened.""]",Perceived High Intelligence,1,Intelligence,1-Oon before-Intelligence,Perceived High Intelligence
239.0,"18,93,310",1245.0,,"['covid', 'covid hoax', 'hoax', 'mask', 'masking', 'masks', 'stores', 'wear', 'wear mask', 'wear masks', 'wearing', 'wearing mask', 'wearing masks', 'wears', 'wore']","['She is taking her son out of school because he has to wear a mask.', 'She refuses to wear a mask.', ""It's because they hate wearing masks and our boundaries with covid safety."", ""They're always going on about how Covid isn't real so there's no need to wear masks."", ""Says he'll wear a mask (I don't fucking believe him) and that they'll disinfect surfaces."", 'About how yes you do need to wear a mask.', 'She refused to wear a mask.', ""They don't take the pandemic seriously, to the point where my stepdad refuses to wear masks in public."", ""After a while it was clear he just doesn't wear a mask - ever."", 'Do you still have to wear a mask?', 'I received similar conspiracy theories such as ""\n\n* Masks make you more sick \n* Masks are just a hoax, they don\'t do anything\n* The virus isn\'t real so why should I have to wear a mask\n* And finally ""I\'m not going to be told what to do.', ""i've told her that i'd rather wear a mask and have it be ineffective later than not wear one and put myself or other people at risk."", 'She was proud to not wear a mask when she went out.', 'But then, of course, there was the insistence that it was only a flu and that masks muzzle us.', 'I told him that he had to wear a mask.']",Resistance to Mask-Wearing,3,Other Beliefs,3-Oon after-Belief,Public Health Mistrust and Resistance
240.0,"77,116,139",721.0,,"['blood', 'child sex', 'child trafficking', 'drinking blood', 'hanks', 'hollywood', 'human', 'pedo', 'pedophile', 'pedophiles', 'pedophilia', 'ring', 'rings', 'satanic', 'save children', 'sex', 'sex trafficking', 'tom', 'tom hanks', 'traffickers', 'trafficking', 'tunnels', 'victims', 'wayfair']","['And trump is a champion of children trafficking.', 'Somehow Tom Hanks came up in conversation a few weeks ago, and my wife said....I hate him he is a pedophile.', 'It\'s another way to do sex trafficking!""', 'Tom Hanks is a pedophile\n\n2.', 'I brought up the Tom Hanks ""video"" as well because that sickened me so much.', '* Tom Hanks has a dungeon under his home in Greece for the torture and abuse of children \n\n* Anyone who is a Democrat in the US (we’re Australian) is a pedophile.', 'She found this show that was about child trafficking.', 'She has mentioned ""save the children"" and and sex trafficking a few times.', 'Hollywood and Tom Hanks are all pedophiles.', ""Recently, she's started reposting stuff about pedophilia and sex trafficking."", 'I think she was alluding to a bunch of ""really famous people/ democratic politicians"" going down for the whole child sex trafficking thing.', 'She wants there to be elite pedophiles torturing children and drinking their blood.', '*Please note, I know sex trafficking is a very real problem and I am mentioning this because of Q’s sex trafficking conspiracies.', 'How can you explain child sex trafficking.', 'This denounces real work in anti-trafficking and is shameful.']",Child Sex Trafficking and Satanic Sacrifice,3,Conspiracist Beliefs,3-Oon after-Belief,Child Harm and Elite Abuse Narratives
241.0,"17,79",1208.0,,"['biden', 'clone', 'harris', 'hunter', 'hunter biden', 'inauguration', 'joe', 'joe biden', 'pelosi', 'president', 'president biden', 'sworn', 'voted']","[""He can't be impeached now and Joe biden is no longer the president elect."", 'She said that was because  I was for Biden.', 'She thinks Biden is starting WWIII.', 'You support Biden and *he* gave massages!', 'That Biden might be one and all that.', 'If Biden does it first, who knows how bad it’ll get.', 'When she found out Biden won the election.', '""Biden didn\'t take the oath.', 'She was so upset when Biden was inaugurated and trump didn’t show up with his military to take Biden out.', 'And then she said it’s because Biden is too scared to do anything.']",Biden Presidency Denial,3,Conspiracist Beliefs,3-Oon after-Belief,Pro-Trump
242.0,"213,372,439",232.0,,"['20th', '4th', '6th', 'act', 'believes trump', 'courts', 'ensure', 'inauguration', 'inauguration day', 'insurrection', 'jan', 'jan 6th', 'january', 'january 6th', 'march', 'march 4th', 'martial', 'martial law', 'military', 'president', 'president trump', 'republic', 'thinks trump', 'trump going', 'trump president']","['Oh, and the Democrats are responsible for inciting the insurrection at the Capitol on January 6th.', 'He was also in support of the January 6th insurrection.', 'And what happened to the March 4th inauguration day?', 'This morning he came to me asking about March 4th being the original inauguration day.', 'She went off about the inauguration.', 'He said Donald Trump will be the president on Inauguration Day.', ""I'm hoping she doesn't say anything about the Inauguration."", 'She still believes that Trump will be president after January 20th.', 'President Trump will not technically get a “second term” and as he tweeted, “won’t be at the Inauguration Day in January” ~ this means there won’t be an Inauguration Day.', ""Even now after inauguration, she's still adamant that Trump is going to be president."", 'Well he believes that it has to do with January 6th the day of the insurrection.', 'The insurrection attempt happened on January 6th, and he was all for it.', 'She mentioned a book on disappointments the day after the inauguration.', 'And then of course, the Jan 6th insurrection happened.', ""I would be lying if I said I wasn't worried about inauguration day.""]",Trump's Return and January 6th Insurrection,3,Other Beliefs,3-Oon after-Belief,Pro-Trump
243.0,"21,148",1003.0,,"['anti semitic', 'antisemitic', 'germany', 'hitler', 'holocaust', 'israel', 'jewish', 'jews', 'nazi', 'nazis', 'semitic']","['She began to claim the Jewish people were subjugated to tahe horrors of the Holocaust because they ""turned their back on God"".', 'was Jewish, and she had no problem then.', 'when he told me what the holocaust was in 3rd grade, bought me every holocaust book I wanted, and took me to every holocaust museum in the state, now says that \\*maybe\\* 200k Jews died in the holocaust, and ""to understand the reason why the nazis did what they did, you have to look at what the Jews did to Europe.""', ""It's basically the same reasons most Neo-Nazis you'd think about have for having their views: prejudice towards Jews, denying the Holocaust, etc."", 'And it’s not just Jews.', 'Mind you she is a Latino Jewish Woman and I told her that her entire rhetoric is the same rhetoric the Nazis said about the Jews.', 'The jews had it coming by virtue of the holocaust happening.', ""What's worse, they're all about Jews."", 'Trump is a ""Jewish shill"" to her group.', ""She now believes Jewish l people control the government, the media and the media lies and is evil and are trying to hurt good hardworking people (I'm Jewish)\n3.""]",Antisemitic Beliefs and Holocaust Denial,3,Conspiracist Beliefs,3-Oon after-Belief,War-Inducing Rhetoric
244.0,"75,407",383.0,,"['army', 'citizens', 'good guy', 'invaded', 'invasion', 'labs', 'lots', 'nazis', 'propaganda', 'putin', 'russia', 'russian', 'ukraine', 'union', 'war']","['She despises Putin and Russia for being pro-NK.', 'My mom’s parents are from Poland and Ukraine.', 'Now there’s Russia too, and she’s all about Putin.', 'In it, the Russia/Ukraine conflict came up.', 'russia is right against ukraine.', 'Also the messaging on the right is so garbled, I didn’t know if she was going to say Ukraine is bad or the war is bad or Ukraine is good or Putin is bad or Putin is good or what possible multiple choice recipes she would have.', 'Look at what is going on in the Ukraine.', 'We now have almost daily spats over everything from the war in Ukraine, and her disturbingly propagandized belief that ""Ukraine has always been a part of Russia.', 'She thinks Putin deserves ukraine and that it should be quick and they should just give it to him!!', 'He’s now started sending me things about Russia/Ukraine and how Ukraine has started the war there basically?']",Russia-Ukraine War Propaganda,3,Other Beliefs,3-Oon after-Belief,War-Inducing Rhetoric
245.0,"90,96,190",674.0,,"['anti vax', 'anti vax anti', 'anti vaxx', 'anti vaxxer', 'anti vaxxers', 'antivax', 'antivaxx', 'antivaxxer', 'boosted', 'card', 'full anti', 'got first', 'hiding', 'pro', 'status', 'steroids', 'vax', 'vax anti', 'vaxed', 'vaxx', 'vaxxed', 'vaxxer', 'vaxxers']","['Both my wife and I are vaxxed.', 'At the very  least they’re all anti-vax.', ""I'm vaxxed and they're not."", 'I am the only one vaxxed in my family.', 'He has been drilling this anti vax shit into my mind for the last year.', 'My anti vax husband seems fine.', 'She is very anti vax.', 'She said a rash I had is prob because of the vax.', 'No one was vaxxed obviously.', 'Now he’s become super anti-vax.', 'She’s anti vax, and leery of the medical community.', ""We're vaxxed, and this shit still nailed us."", 'Her children were also anti vax and believed all the same things.', 'Then her sister sent her some anti-vax videos.', 'I am not in any way anti vax.']",Vaccine Refusal and Hesitancy,3,Behavior/action,3-Oon after-Behavior/action,Public Health Mistrust and Resistance
246.0,"193,389",190.0,,"['abandon', 'basic', 'counter', 'debunk', 'discourse', 'dude', 'facts', 'feelings', 'frustrated', 'futile', 'ignore', 'logic', 'logical', 'narrative', 'rational', 'rationality', 'rationalize', 'rationally', 'reasoning']","[""they won't listen to facts."", ""You just don't state them as facts."", 'I can do circular logic too!', 'There is no truth to them anymore, there is no reason, no logic.', '*\n\n*The facts aren’t at issue here; they can’t be.', 'I’m not sure if telling them facts will help at this point.', 'Their logic is not penetrable.', 'There is no reason, logic or care about well-being.', 'Will not listen to ratio facts.', 'This isn’t about logic or reason or intellectualism in any way.']",Rejecting Verified Sources and Clinging to Unverified Information,3,Behavior/action,3-Oon after-Behavior/action,Epistemic Rigidity and Distrust in Expertise
247.0,"293,404",145.0,,"['app', 'channel', 'chat', 'chats', 'german', 'groups', 'messages', 'mocking', 'platforms', 'recommendation', 'telegram', 'tik', 'tik tok', 'tok', 'users', 'using', 'wayfair', 'whatsapp']","[""Since they took down Velveeta Voldemort's twitter, my mother and her Q friends moved over to telegram."", 'My dad especially, he gets a lot of his news now from Telegram...', 'She also began using Telegram.', ""Is Telegram ONLY for Q's?"", 'But she knows how to install telegram?', 'Telegram is her big one.', 'Their telegram is constantly advertising trump scams.', ""Telegram\n    \nThis is where she got most of her 'information'."", 'Eventually she ended up on Telegram.', ""He been listening to 'pastors' recently on Telegram.""]",Using Telegram for QAnon Information,3,Behavior/action,3-Oon after-Behavior/action,Alternative Media Use and Information Exposure
248.0,"152,348",240.0,,"['ball', 'earth', 'earth flat', 'earther', 'flat', 'flat earth', 'flat earther', 'globe', 'moon', 'prove', 'round', 'space', 'sun']","[""In fact, she doesn't understand the world spins at all cause she thinks the fucking earth is flat."", 'Yesterday, I found out she was drinking Borax and is convinced the earth is flat.', 'and guess what, flat earth!', 'She brought up “Flat earth theory“.', 'Then he got into Flat Earth.', 'If you talked about flat earth.', 'Is the earth fucking flat ?', ""She's in so deep she believes in flat earth now."", 'I saw something a while back indicating she might start believing the earth is flat.', '* The earth is flat or flat with a dome over it.']",Flat Earth,3,Conspiracist Beliefs,3-Oon after-Belief,Science and Technology Mistrust
249.0,"206,306",203.0,,"['chem', 'chemtrails', 'climate', 'climate change', 'environmental', 'fires', 'global', 'global warming', 'hoax', 'man made', 'manufactured', 'science', 'scientists', 'sky', 'storm', 'technology', 'warming', 'weather']","['Climate change is a lie.', ""I'm sorry, but if you can't understand that climate change is real..."", 'I corrected her by saying climate change causes extreme weather on both ends.', 'What I have heard is that she no longer believes that climate change is human caused.', 'Climate change is a hoax.', 'And she believes in Climate change.', 'she anticipates the global elite will force us into serfdom and use climate change as an excuse (climate change research is a particular passion of mine).', 'When I try to talk about climate change she accuses me of wanting to ban fracking and says that the US has ""one of the strictest guidelines"" when it comes to climate change.', ""Also, a weird one, suddenly he doesn't believe in climate change when he used too."", 'Climate change is a lie, vaccines were untested, etc.']",Climate Change is not Real,3,Conspiracist Beliefs,3-Oon after-Belief,Science and Technology Mistrust
251.0,"71,187",464.0,,"['10 years', 'boyfriend', 'counselor', 'dating', 'divorce', 'ex', 'get married', 'marriage', 'married', 'obsessed', 'partner', 'separated', 'separation', 'spouse', 'spouses', 'ten years']","['Has anyone here gone through a Q divorce or separation and do you have any advice you can give me or would you mind sharing your experience?', 'How do you keep this chasm from interfering with your marriage?', 'But I see no hope for this marriage.', 'My relationship wasn’t in great shape before the past year, but over the past 8 months or so my spouse has gone down the Q rabbit hole.', 'My lawyer is drafting a letter to send to q spouse advising him to get a lawyer so we can negotiate a separation.', 'How did your Q spouse handle the separation or divorce?', 'My partner is mostly Q too.', 'I feel like my marriage is over.', 'Our marriage was on the rocks for years.', 'My marriage is basically over.']",Family Estrangement and Disconnection,3,Social Circle,3-Oon after-Social,Social Deterioration and Relationship Strain
252.0,"140,402",245.0,,"['belong', 'bitter', 'hate people', 'hated', 'hateful', 'hating', 'hatred', 'horrible', 'miserable', 'much hate', 'pure', 'rage', 'sympathetic', 'towards', 'unbearable', 'vile', 'wonderful']","['Their creed is pure hatred.', 'You can see the hatred in their eyes when they look at you.', 'I don’t know what drove her to become so hateful.', 'You have never taught me this kind of hatred.', ""Now she is this hateful person I don't recognize."", 'She is more hateful, angry, and lost her shine.', ""None of the hatred they showed for celebs they don't like."", 'And the hatred, the visceral, murderous hatred of anyone unlike themselves that fosters.', 'It’s not that she’s changed into a hateful person— she hasn’t!', 'She wasn’t overly sympathetic and this triggered him into screaming at her about how hateful she was and she wants to kill people and she’s an awful human.']",Manifestations of Intense Hatred,3,Behavior/action,3-Oon after-Behavior/action,Psychological and Emotional Shifts
253.0,"280,455",144.0,,"['believe trump', 'believes trump', 'bless', 'could literally', 'donald', 'donald trump', 'jesus', 'messiah', 'prayed', 'savior', 'thinks trump', 'told trump', 'trump god', 'trump like', 'worship', 'worshipping', 'worships']","['Trump is his god now.', 'They believe Trump is God sent.', 'He believes Trump is god basically.', 'They began to express their worship of Donald Trump, and how he is ""the savior"" of the world.', 'Now with our friend, I\'ve had some success in deradicalizing her about ""Trump is the messiah.""', ""She's posted it on Twitter saying all of this and that she is the next messiah."", 'And I don’t think she thinks Trump is the messiah, or the best president, or any of that.', 'She’s always been a Trumper and has gotten more and more religious over the years telling me that “it’s a fight of good vs. evil blah blah.” Now the other day she told me Trump is a false messiah “if you read the Bible” and we need to see through the lies of deception.', 'She thinks trump is the messiah.', ""Trump is God's chosen, after all.""]",Trump as a Religious Figure,3,Other Beliefs,3-Oon after-Belief,Pro-Trump
255.0,"87,380",357.0,,"['already gone', 'always like', 'back still', 'come back', 'coming back', 'completely different', 'completely different person', 'completely lost', 'different person', 'even recognize', 'ever come', 'ever come back', 'far gone', 'get back', 'never like', 'personality', 'recognize', 'recognize anymore', 'think far']","[""It's like she's a completely different person, and not in a good way."", ""And yet, she's also a completely different person."", ""I think they're too far gone."", 'They’re so far gone that it wouldn’t do shit.', ""she's a completely different person."", 'She is a completely different person now then what she used to be.', 'They’re too far gone and idek what to do moving forward.', 'I feel like they are too far gone.', 'She’s a completely different person.', 'I accept that they also might be too far gone.']",Personality Changes,3,Behavior/action,3-Oon after-Behavior/action,Psychological and Emotional Shifts
